id,label
12211,0.0035086346324533224
3510,0.004587392322719097
11472,0.9979231953620911
7329,0.0004725944600068033
220,0.9790933132171631
10704,0.7043441534042358
2521,0.9954415559768677
567,0.4463736414909363
5711,0.986113965511322
3589,0.8624263405799866
9274,0.9654616713523865
5472,0.6083891987800598
415,0.9878475666046143
3974,0.8068596720695496
8240,0.9170065522193909
1820,0.24537764489650726
3453,0.8342844247817993
7061,0.9354278445243835
8265,0.9081764817237854
3133,0.19638578593730927
11706,0.9998509883880615
4765,0.9999157190322876
6894,0.03836555778980255
3728,0.0004671872884500772
12013,0.9982473850250244
2272,0.9307757616043091
3992,0.008438562043011189
10354,0.19306546449661255
5202,0.026795564219355583
1477,0.23500308394432068
1673,0.7407544255256653
12495,0.014625094830989838
1995,0.0007319537689909339
8348,0.007335290778428316
6123,0.9300410747528076
8466,0.007244191598147154
8685,0.14706778526306152
11392,0.32777416706085205
12194,0.001341851893812418
9240,0.0001521633967058733
2951,0.6702336072921753
462,0.24756626784801483
3330,0.2375885248184204
6232,0.9617365002632141
2380,0.6277563571929932
11738,9.480933658778667e-05
3233,0.9558687806129456
650,0.9996356964111328
12277,0.45090413093566895
3534,0.00644109258428216
3457,0.05283601954579353
7807,0.964815080165863
10822,0.9934642910957336
9489,0.9902266263961792
7063,0.008617592975497246
5427,0.9124532341957092
6332,0.9998579025268555
1445,0.9807079434394836
8109,7.586814899696037e-05
1259,0.01229134202003479
2770,0.9896175265312195
11816,0.970811128616333
2081,0.8401544094085693
8313,0.9768124222755432
9011,0.8844351172447205
2838,0.29918164014816284
2712,0.794757604598999
5090,0.9730786085128784
2685,0.3395930826663971
1518,0.0006119937752373517
9124,0.35050100088119507
3545,0.0329291857779026
9080,0.9402078986167908
4805,0.9251009225845337
602,0.5957919359207153
7107,0.2881130278110504
4688,0.6394646763801575
8636,0.653967022895813
2306,0.9965597987174988
8463,0.9980360865592957
5434,0.9721106290817261
6474,0.1449831873178482
4439,0.9998620748519897
2457,0.9995421171188354
1083,0.9858672022819519
9977,0.039541732519865036
4311,0.5702195167541504
11430,0.6978141665458679
11517,0.39592245221138
10336,0.9525437355041504
11595,0.48496749997138977
10867,0.0016821257304400206
7975,0.943331778049469
5850,0.8784217238426208
5759,0.9263107180595398
6991,0.007041572593152523
1964,0.7753006219863892
1488,0.08381003886461258
1656,0.0017952225171029568
7260,0.8975905179977417
3479,0.8056656122207642
1628,0.6047077178955078
8395,0.7773392200469971
9254,0.9017075896263123
7130,0.9260643124580383
4030,0.00011667275975923985
7471,0.055796947330236435
7467,0.9221310615539551
8843,0.39345815777778625
5452,0.08265376091003418
277,0.9996682405471802
7406,0.8243392109870911
12163,0.9441498517990112
2478,0.9396039247512817
5522,0.9880375862121582
12032,0.03908864036202431
9771,0.9985476136207581
10658,0.9775646328926086
2911,0.9618452191352844
6458,0.23924444615840912
1985,0.04554208368062973
186,0.22932462394237518
8946,0.7673385739326477
977,0.9749760627746582
6147,0.2749330401420593
4521,0.005731408949941397
9758,0.994640588760376
11963,0.8412119150161743
1722,0.9993860721588135
2982,0.8075426816940308
4303,0.8412926197052002
10685,0.9820451140403748
10422,0.7644009590148926
11327,0.796822726726532
2345,0.7574911117553711
6433,0.8543981313705444
2329,0.0025450566317886114
8179,0.12038029730319977
6220,0.27877214550971985
12254,0.9778488278388977
8367,7.347667633439414e-06
1411,0.940057635307312
